asset_id,market_id,acquisition_date,equipment_class,oec
14193,8,9/1/2017,Dirt,"89,640"
14190,7329,9/1/2017,Dirt,"89,640"
16800,9,11/1/2017,Dirt,"89,407"
16733,9,11/1/2017,Dirt,"89,407"
14145,9,9/1/2017,Dirt,"89,407"
5800,9,1/1/2016,Aerial,"89,280"
5719,3,1/1/2016,Aerial,"88,560"
5354,2,1/1/2016,Aerial,"88,560"
13610,9,9/1/2017,Dirt,"88,488"
12689,7329,8/1/2017,Aerial,"88,423"
13361,8,8/1/2017,Aerial,"88,423"
9694,8,5/1/2017,Aerial,"88,423"
13812,8,9/1/2017,Aerial,"88,423"
16524,7329,10/1/2017,Aerial,"88,057"
17935,8,11/1/2017,Aerial,"88,057"
16801,7329,10/1/2017,Aerial,"88,057"
16585,8,10/1/2017,Aerial,"88,057"
16946,8,10/1/2017,Aerial,"88,057"
16586,8,10/1/2017,Aerial,"88,057"
17885,8,11/1/2017,Aerial,"88,057"
16525,7329,10/1/2017,Aerial,"88,057"
1649,5,1/1/2016,Aerial,"87,883"
19064,9,12/1/2017,Aerial,"87,222"
13933,1,10/1/2017,Aerial,"87,222"
14432,9,10/1/2017,Aerial,"87,222"
16167,3,10/1/2017,Aerial,"87,222"
13700,3,9/1/2017,Aerial,"87,222"
14217,7522,10/1/2017,Aerial,"87,222"
13955,8,10/1/2017,Aerial,"87,222"
6666,5,1/1/2017,Dirt,"87,096"
12798,9,8/1/2017,Aerial,"87,040"
8727,3,3/1/2017,Aerial,"87,040"
12005,8,8/1/2017,Aerial,"87,040"
12007,7522,8/1/2017,Aerial,"87,040"
18843,1,12/1/2017,Aerial,"86,777"
18946,7329,12/1/2017,Aerial,"86,777"
5723,6877,1/1/2016,Aerial,"86,003"
5764,6,1/1/2016,Aerial,"86,003"
4290,8,1/1/2016,Aerial,"86,003"
5721,9,1/1/2016,Aerial,"86,003"
5774,3,1/1/2016,Aerial,"86,003"
5722,9,1/1/2016,Aerial,"86,003"
5799,5,1/1/2016,Aerial,"86,003"
5720,7670,1/1/2016,Aerial,"86,003"
2528,5,1/1/2016,Aerial,"86,003"
2526,7522,1/1/2016,Aerial,"86,003"
2525,8633,1/1/2016,Aerial,"86,003"
2524,8,1/1/2016,Aerial,"86,003"
2527,8,1/1/2016,Aerial,"86,003"
4225,5,1/1/2016,Aerial,"86,003"
5973,3,1/1/2016,Aerial,"85,707"
4176,3,1/1/2016,Aerial,"85,707"
4157,2,1/1/2016,Aerial,"85,707"
5742,3,1/1/2016,Aerial,"85,707"
5867,5,1/1/2016,Aerial,"85,707"
1653,3,1/1/2016,Aerial,"85,707"
4158,3,1/1/2016,Aerial,"85,707"
5881,6877,1/1/2016,Aerial,"85,707"
4177,3,1/1/2016,Aerial,"85,707"
5753,3,1/1/2016,Aerial,"85,707"
17954,9,11/1/2017,Dirt,"85,320"
5855,7669,1/1/2016,Aerial,"84,960"
5912,2,1/1/2016,Aerial,"84,960"
12046,8,8/1/2017,Aerial,"84,611"
12112,8,8/1/2017,Aerial,"84,611"
16588,8,10/1/2017,Aerial,"84,611"
6238,2,1/1/2016,Dirt,"84,240"
6237,2,1/1/2016,Dirt,"84,240"
6239,8631,1/1/2016,Dirt,"84,240"
4457,8,1/1/2016,Aerial,"83,982"
4085,6,1/1/2016,Aerial,"83,982"
4063,10744,1/1/2016,Aerial,"83,982"
8103,8,3/1/2017,Aerial,"83,760"
7769,8,2/1/2017,Aerial,"83,760"
7827,7329,2/1/2017,Aerial,"83,760"
8191,8,3/1/2017,Aerial,"83,760"
8034,8,3/1/2017,Aerial,"83,760"
8033,8,3/1/2017,Aerial,"83,760"
7919,8,2/1/2017,Aerial,"83,760"
9042,7329,4/1/2017,Aerial,"83,760"
6794,9,1/1/2017,Dirt,"83,550"
3507,9,1/1/2016,Aerial,"83,544"
3506,9,1/1/2016,Aerial,"83,544"
16596,7329,11/1/2017,Aerial,"83,520"
6795,3,1/1/2017,Dirt,"83,480"
13725,10744,9/1/2017,Aerial,"83,326"
18253,8,12/1/2017,Aerial,"83,326"
13943,7329,10/1/2017,Aerial,"83,326"
18226,7329,12/1/2017,Aerial,"83,326"
9234,8,5/1/2017,Aerial,"83,326"
10434,3,6/1/2017,Aerial,"83,326"
18198,3,12/1/2017,Aerial,"83,326"
8108,8,3/1/2017,Aerial,"83,326"
13944,8,10/1/2017,Aerial,"83,326"
9783,9,6/1/2017,Aerial,"83,326"
9846,3,6/1/2017,Aerial,"83,326"
19019,8,12/1/2017,Aerial,"83,326"
10323,8,6/1/2017,Aerial,"83,326"
9769,6877,6/1/2017,Aerial,"83,326"
9719,5,6/1/2017,Aerial,"83,326"
20427,9,12/1/2017,Aerial,"83,326"
14024,3,10/1/2017,Aerial,"83,326"
18202,7329,12/1/2017,Aerial,"83,326"
13916,6,10/1/2017,Aerial,"83,326"
9784,9,6/1/2017,Aerial,"83,326"
18231,6,12/1/2017,Aerial,"83,326"
9778,9,6/1/2017,Aerial,"83,326"
10435,3,6/1/2017,Aerial,"83,326"
16292,9,10/1/2017,Aerial,"82,830"
16400,9,10/1/2017,Dirt,"82,830"
16645,9,10/1/2017,Aerial,"82,830"
16472,5,10/1/2017,Aerial,"82,830"
13743,9,9/1/2017,Dirt,"82,762"
13609,9,9/1/2017,Dirt,"81,810"
13608,9,9/1/2017,Dirt,"81,810"
1674,3,1/1/2016,Aerial,"81,716"
4191,8,1/1/2016,Aerial,"81,716"
5974,8,1/1/2016,Aerial,"81,716"
13747,9,9/1/2017,Dirt,"81,346"
13809,8,9/1/2017,Aerial,"81,215"
10325,8,6/1/2017,Aerial,"81,215"
13837,8,9/1/2017,Aerial,"81,215"
10724,3,7/1/2017,Aerial,"81,215"
10718,7522,7/1/2017,Aerial,"81,215"
1815,5,1/1/2016,Aerial,"81,072"
1803,3,1/1/2016,Aerial,"81,072"
1807,7522,1/1/2016,Aerial,"81,072"
4067,2,1/1/2016,Aerial,"81,063"
6041,7669,1/1/2016,Dirt,"80,640"
4942,1,1/1/2016,Dirt,"80,640"
6147,6,12/1/2016,Dirt,"80,640"
7980,9,3/1/2017,Dirt,"80,346"
13884,7522,9/1/2017,Aerial,"80,198"
13862,8,9/1/2017,Aerial,"80,198"
13798,3,9/1/2017,Aerial,"80,198"
13797,3,9/1/2017,Aerial,"80,198"
13861,3,9/1/2017,Aerial,"80,198"
6699,8,1/1/2017,Aerial,"79,200"
496,1,1/1/2016,Dirt,"79,200"
6698,8,1/1/2017,Aerial,"79,200"
5003,3,1/1/2016,Aerial,"79,200"
2455,7522,1/1/2016,Aerial,"79,062"
8566,3,4/1/2017,Aerial,"78,918"
8975,3,4/1/2017,Aerial,"78,918"
8016,9,3/1/2017,Aerial,"78,918"
7975,9,3/1/2017,Aerial,"78,918"
9167,6,5/1/2017,Aerial,"78,918"
8899,8,4/1/2017,Aerial,"78,918"
7981,9,3/1/2017,Aerial,"78,918"
5248,9,1/1/2016,Dirt,"78,480"
2509,8633,1/1/2016,Aerial,"78,095"
4812,9,1/1/2016,Aerial,"78,095"
4663,9,1/1/2016,Aerial,"78,095"
4603,9,1/1/2016,Aerial,"78,095"
5324,9,1/1/2016,Aerial,"78,095"
4670,9,1/1/2016,Aerial,"78,095"
1245,2,1/1/2016,Aerial,"77,760"
1871,3,1/1/2016,Aerial,"77,378"
1849,8,1/1/2016,Aerial,"77,378"
1900,10525,1/1/2016,Aerial,"77,378"
1859,3,1/1/2016,Aerial,"77,378"
1872,3,1/1/2016,Aerial,"77,378"
1734,3,1/1/2016,Aerial,"77,378"
2504,3,1/1/2016,Aerial,"77,378"
1884,8,1/1/2016,Aerial,"77,378"
1883,8,1/1/2016,Aerial,"77,378"
2454,3,1/1/2016,Aerial,"77,378"
2502,3,1/1/2016,Aerial,"77,378"
2465,8,1/1/2016,Aerial,"77,378"
1921,6877,1/1/2016,Aerial,"77,378"
2501,3,1/1/2016,Aerial,"77,378"
2503,3,1/1/2016,Aerial,"77,378"
1846,7329,1/1/2016,Aerial,"77,378"
1918,1,1/1/2016,Aerial,"77,378"
1543,8,1/1/2016,Aerial,"77,378"
2475,3,1/1/2016,Aerial,"77,378"
1931,3,1/1/2016,Aerial,"77,378"
1565,3,1/1/2016,Aerial,"77,378"
1909,8,1/1/2016,Aerial,"77,082"
1708,8,1/1/2016,Aerial,"77,082"
1550,2,1/1/2016,Aerial,"76,594"
9885,8,6/1/2017,Aerial,"76,416"
9887,8,6/1/2017,Aerial,"76,416"
10020,8633,6/1/2017,Aerial,"76,416"
1546,3,1/1/2016,Aerial,"75,600"
1529,3,1/1/2016,Aerial,"75,600"
1537,3,1/1/2016,Aerial,"75,600"
1566,3,1/1/2016,Aerial,"75,600"
1533,3,1/1/2016,Aerial,"75,600"
1534,3,1/1/2016,Aerial,"75,600"
5760,9,1/1/2016,Aerial,"75,360"
5372,8,1/1/2016,Aerial,"75,360"
5239,9,1/1/2016,Aerial,"75,360"
3969,9,1/1/2016,Aerial,"75,360"
4192,3,1/1/2016,Aerial,"75,360"
5420,6877,1/1/2016,Aerial,"75,360"
4527,3,1/1/2016,Aerial,"75,360"
4664,8,1/1/2016,Aerial,"75,360"
4671,3,1/1/2016,Aerial,"75,360"
4720,3,1/1/2016,Aerial,"75,360"
3755,7329,1/1/2016,Aerial,"75,360"
4432,7522,1/1/2016,Aerial,"75,360"
4289,7329,1/1/2016,Aerial,"75,360"
4149,7522,1/1/2016,Aerial,"75,360"
3951,8,1/1/2016,Aerial,"75,360"
3904,10744,1/1/2016,Aerial,"75,360"
2275,3,1/1/2016,Aerial,"75,360"
4240,7329,1/1/2016,Aerial,"75,360"
4604,10744,1/1/2016,Aerial,"75,360"
4600,7522,1/1/2016,Aerial,"75,360"
4627,3,1/1/2016,Aerial,"75,360"
5779,4,1/1/2016,Aerial,"75,360"
5517,5,1/1/2016,Aerial,"75,360"
4239,7522,1/1/2016,Dirt,"75,360"
3905,7522,1/1/2016,Aerial,"75,360"
4012,8,1/1/2016,Aerial,"75,360"
5360,5,1/1/2016,Aerial,"75,360"
5608,10744,1/1/2016,Aerial,"75,360"
4495,6877,1/1/2016,Aerial,"75,360"
5473,3,1/1/2016,Aerial,"75,360"
5250,5,1/1/2016,Aerial,"75,360"
4073,7329,1/1/2016,Aerial,"75,360"
3970,9,1/1/2016,Aerial,"75,360"
5731,5,1/1/2016,Aerial,"75,360"
4197,3,1/1/2016,Aerial,"75,360"
5596,7329,1/1/2016,Aerial,"75,360"
5483,5,1/1/2016,Aerial,"75,360"
5390,6877,1/1/2016,Aerial,"75,360"
5671,9,1/1/2016,Aerial,"75,360"
3756,8,1/1/2016,Aerial,"75,360"
5518,5,1/1/2016,Aerial,"75,360"
4175,3,1/1/2016,Aerial,"75,360"
4801,3,1/1/2016,Aerial,"75,360"
5371,6,1/1/2016,Aerial,"75,360"
4499,7522,1/1/2016,Aerial,"75,360"
3663,5,1/1/2016,Aerial,"75,360"
5672,5,1/1/2016,Aerial,"75,360"
3906,3,1/1/2016,Aerial,"75,360"
3844,8,1/1/2016,Aerial,"75,360"
1902,3,1/1/2016,Aerial,"75,360"
5470,3,1/1/2016,Aerial,"75,360"
2198,3,1/1/2016,Aerial,"75,360"
5255,10744,1/1/2016,Aerial,"75,360"
5516,8632,1/1/2016,Aerial,"75,360"
4013,6877,1/1/2016,Aerial,"75,360"
4084,7329,1/1/2016,Aerial,"75,360"
3995,7672,1/1/2016,Aerial,"75,360"
5195,7522,1/1/2016,Aerial,"75,360"
5631,3,1/1/2016,Aerial,"75,360"
5691,7329,1/1/2016,Aerial,"75,360"
3944,3,1/1/2016,Aerial,"75,360"
5632,3,1/1/2016,Aerial,"75,360"
4022,8,1/1/2016,Aerial,"75,360"
5620,7522,1/1/2016,Aerial,"75,360"
3949,10744,1/1/2016,Aerial,"75,360"
3950,8,1/1/2016,Aerial,"75,360"
5718,9,1/1/2016,Aerial,"75,360"
3968,7522,1/1/2016,Aerial,"75,360"
4536,7522,1/1/2016,Aerial,"75,360"
4644,8,1/1/2016,Aerial,"75,360"
3914,9,1/1/2016,Aerial,"75,360"
4412,8,1/1/2016,Aerial,"75,360"
4011,8,1/1/2016,Aerial,"75,360"
4599,7522,1/1/2016,Aerial,"75,360"
4061,8,1/1/2016,Aerial,"75,360"
10771,6877,7/1/2017,Aerial,"75,027"
7956,3,3/1/2017,Aerial,"75,027"
8257,10744,3/1/2017,Aerial,"75,027"
8152,4,3/1/2017,Aerial,"75,027"
11835,9,8/1/2017,Aerial,"75,027"
11857,8,8/1/2017,Aerial,"75,027"
11978,8,8/1/2017,Aerial,"75,027"
12115,8,8/1/2017,Aerial,"75,027"
8241,10744,3/1/2017,Aerial,"75,027"
7983,9,3/1/2017,Aerial,"75,027"
11836,9,8/1/2017,Aerial,"75,027"
10842,5,7/1/2017,Aerial,"75,027"
13100,7329,8/1/2017,Aerial,"75,027"
10796,9,7/1/2017,Aerial,"75,027"
11808,8135,8/1/2017,Aerial,"75,027"
13839,7329,9/1/2017,Aerial,"75,027"
16357,3,10/1/2017,Aerial,"75,027"
10657,7329,7/1/2017,Aerial,"75,027"
10523,2,7/1/2017,Aerial,"75,027"
16443,2,10/1/2017,Aerial,"75,027"
13840,7329,9/1/2017,Aerial,"75,027"
12041,8,8/1/2017,Aerial,"75,027"
10767,9,7/1/2017,Aerial,"75,027"
8206,3,3/1/2017,Aerial,"75,027"
16779,8,11/1/2017,Aerial,"75,027"
10754,8,7/1/2017,Aerial,"75,027"
17229,7329,11/1/2017,Aerial,"75,027"
16421,3,10/1/2017,Aerial,"75,027"
8851,3,4/1/2017,Aerial,"75,027"
13838,8,9/1/2017,Aerial,"75,027"
16948,8,11/1/2017,Aerial,"75,027"
13728,7522,9/1/2017,Aerial,"75,027"
8121,8,3/1/2017,Aerial,"75,027"
10762,6877,7/1/2017,Aerial,"75,027"
8048,9,3/1/2017,Aerial,"75,027"
16791,8,10/1/2017,Aerial,"75,027"
10770,8,7/1/2017,Aerial,"75,027"
10821,2,7/1/2017,Aerial,"75,027"
17886,7329,11/1/2017,Aerial,"75,027"
8131,8632,3/1/2017,Aerial,"75,027"
10489,9,7/1/2017,Aerial,"75,027"
11977,8,8/1/2017,Aerial,"75,027"
8122,8,3/1/2017,Aerial,"75,027"
16346,6,10/1/2017,Aerial,"75,027"
12690,8,8/1/2017,Aerial,"75,027"
13643,3,9/1/2017,Aerial,"75,027"
16444,8,10/1/2017,Aerial,"75,027"
16538,3,10/1/2017,Aerial,"75,027"
10658,8,7/1/2017,Aerial,"75,027"
10755,7672,8/1/2017,Aerial,"75,027"
10522,9,7/1/2017,Aerial,"75,027"
17582,7329,11/1/2017,Aerial,"75,027"
8088,4,3/1/2017,Aerial,"75,027"
16360,10313,10/1/2017,Aerial,"75,027"
8098,3,3/1/2017,Aerial,"75,027"
10655,8,7/1/2017,Aerial,"75,027"
3713,8,1/1/2016,Aerial,"74,962"
7772,9,2/1/2017,Dirt,"74,874"
7979,8,3/1/2017,Dirt,"74,874"
7766,5,2/1/2017,Dirt,"74,874"
10305,9,6/1/2017,Dirt,"74,701"
10261,9,6/1/2017,Dirt,"74,701"
13879,4,10/1/2017,Dirt,"74,701"
8101,8606,3/1/2017,Aerial,"74,588"
7924,8632,3/1/2017,Aerial,"74,588"
8498,7669,3/1/2017,Aerial,"74,588"
13581,8632,9/1/2017,Aerial,"74,497"
16589,8,10/1/2017,Aerial,"74,497"
13582,7522,9/1/2017,Aerial,"74,497"
16485,10744,10/1/2017,Aerial,"74,497"
13614,3,9/1/2017,Aerial,"74,497"
6275,9,1/1/2016,Dirt,"74,160"
6272,9,1/1/2016,Dirt,"74,160"
13815,8,10/1/2017,Aerial,"74,092"
13716,2,9/1/2017,Aerial,"74,092"
9792,3,6/1/2017,Aerial,"74,092"
10423,3,6/1/2017,Aerial,"74,092"
13793,9,10/1/2017,Aerial,"74,092"
13533,9,9/1/2017,Aerial,"74,092"
13800,9,9/1/2017,Aerial,"74,092"
13758,1,9/1/2017,Aerial,"74,092"
9235,8,5/1/2017,Aerial,"74,062"
9236,8,5/1/2017,Aerial,"74,062"
9337,8,5/1/2017,Aerial,"74,062"
9336,8,5/1/2017,Aerial,"74,062"
6756,8606,1/1/2017,Dirt,"73,889"
6883,9,1/1/2017,Dirt,"73,766"
17405,8,11/1/2017,Aerial,"73,060"
6969,4,1/1/2017,Aerial,"72,717"
8852,4,4/1/2017,Aerial,"72,717"
14353,7670,10/1/2017,Dirt,"72,485"
6365,1,1/1/2016,Dirt,"72,094"
14218,5,10/1/2017,Dirt,"70,888"
14144,8606,9/1/2017,Dirt,"70,623"
6461,6,12/1/2016,Aerial,"69,844"
6529,6877,12/1/2016,Aerial,"69,844"
6530,9,12/1/2016,Aerial,"69,844"
6435,10744,1/1/2016,Aerial,"69,844"
5877,9,1/1/2016,Aerial,"69,840"
5801,9,1/1/2016,Aerial,"69,840"
5862,7329,1/1/2016,Aerial,"69,840"
6403,5,1/1/2016,Aerial,"69,840"
14414,9,10/1/2017,Dirt,"69,812"
14413,9,10/1/2017,Dirt,"69,812"
1744,6,1/1/2016,Aerial,"69,552"
9941,3,6/1/2017,Aerial,"69,166"
8028,2,3/1/2017,Aerial,"69,166"
7934,5,2/1/2017,Aerial,"69,166"
10764,2,7/1/2017,Aerial,"69,166"
9292,2,5/1/2017,Aerial,"69,166"
8929,3,4/1/2017,Aerial,"69,166"
8903,3,4/1/2017,Aerial,"69,166"
7982,2,3/1/2017,Aerial,"69,166"
11846,2,7/1/2017,Aerial,"69,166"
8855,3,4/1/2017,Aerial,"69,166"
7681,5,2/1/2017,Aerial,"69,166"
7710,5,2/1/2017,Aerial,"69,166"
7530,3,2/1/2017,Aerial,"69,166"
6967,4,1/1/2017,Aerial,"69,166"
7418,3,2/1/2017,Aerial,"69,166"
7469,9,2/1/2017,Aerial,"69,166"
7652,5,2/1/2017,Aerial,"69,166"
7453,3,2/1/2017,Aerial,"69,166"
7633,5,2/1/2017,Aerial,"69,166"
7705,6,2/1/2017,Aerial,"69,166"
7958,7329,2/1/2017,Aerial,"69,165"
9160,8606,4/1/2017,Aerial,"69,165"
9157,9,4/1/2017,Aerial,"69,165"
9085,4,4/1/2017,Aerial,"68,886"
6999,4,1/1/2017,Aerial,"68,886"
6966,4,1/1/2017,Aerial,"68,886"
18735,3,12/1/2017,Aerial,"68,555"
13954,2,9/1/2017,Aerial,"68,555"
10661,3,7/1/2017,Aerial,"68,555"
19009,7522,12/1/2017,Aerial,"68,555"
18766,3,12/1/2017,Aerial,"68,555"
8862,8,4/1/2017,Dirt,"68,436"
16793,6,10/1/2017,Aerial,"68,353"
16445,10744,10/1/2017,Aerial,"68,353"
10660,3,6/1/2017,Aerial,"68,353"
9940,3,6/1/2017,Aerial,"68,353"
16442,2,10/1/2017,Aerial,"68,353"
9811,6877,6/1/2017,Aerial,"68,353"
16446,6,10/1/2017,Aerial,"68,353"
9939,3,6/1/2017,Aerial,"68,353"
10093,6,6/1/2017,Dirt,"68,193"
6711,2,1/1/2017,Dirt,"68,109"
6710,2,1/1/2017,Dirt,"68,109"
5983,7672,1/1/2016,Dirt,"68,040"
18928,9,12/1/2017,Aerial,"67,119"
10105,9,6/1/2017,Dirt,"67,039"
10021,8,6/1/2017,Dirt,"67,015"
6171,5,1/1/2016,Dirt,"66,960"
6172,9,1/1/2016,Dirt,"66,960"
8977,5,5/1/2017,Dirt,"66,816"
10103,5,6/1/2017,Dirt,"66,806"
1438,7670,1/1/2016,Aerial,"66,456"
13597,6,9/1/2017,Dirt,"66,375"
8637,8632,3/1/2017,Dirt,"66,249"
6420,8,12/1/2016,Aerial,"66,071"
6533,7329,12/1/2016,Aerial,"66,071"
6417,7329,12/1/2016,Aerial,"66,071"
6421,8,12/1/2016,Aerial,"66,071"
6418,7329,12/1/2016,Aerial,"66,071"
6419,8,12/1/2016,Aerial,"66,071"
6438,7329,1/1/2016,Aerial,"66,071"
6416,8,12/1/2016,Aerial,"66,071"
19702,7329,12/1/2017,Aerial,"65,910"
13172,8,9/1/2017,Aerial,"65,910"
14259,8,10/1/2017,Aerial,"65,910"
14120,10744,10/1/2017,Aerial,"65,910"
14344,7329,10/1/2017,Aerial,"65,910"
14345,8,10/1/2017,Aerial,"65,910"
19797,8,12/1/2017,Aerial,"65,910"
13166,8,8/1/2017,Aerial,"65,910"
12311,6,8/1/2017,Aerial,"65,910"
14343,8,10/1/2017,Aerial,"65,910"
12310,7522,8/1/2017,Aerial,"65,910"
14260,8,10/1/2017,Aerial,"65,910"
13099,8,9/1/2017,Aerial,"65,910"
19022,8,12/1/2017,Aerial,"65,910"
12685,7522,8/1/2017,Aerial,"65,910"
16012,2,10/1/2017,Aerial,"65,910"
13173,8,9/1/2017,Aerial,"65,910"
16111,8,10/1/2017,Aerial,"65,910"
14261,8,10/1/2017,Aerial,"65,910"
16182,8,10/1/2017,Aerial,"65,910"
10719,6,7/1/2017,Aerial,"65,910"
13171,8,9/1/2017,Aerial,"65,910"
13163,6,9/1/2017,Aerial,"65,910"
14087,7329,9/1/2017,Aerial,"65,910"
16183,8,10/1/2017,Dirt,"65,866"
16207,8,10/1/2017,Dirt,"65,866"
8670,3,4/1/2017,Dirt,"65,334"
8507,8,3/1/2017,Aerial,"65,334"
9307,9,5/1/2017,Aerial,"65,334"
8973,5,4/1/2017,Aerial,"65,334"
8860,5,4/1/2017,Aerial,"65,334"
8259,8,3/1/2017,Aerial,"65,334"
8854,3,4/1/2017,Aerial,"65,334"
6991,4,1/1/2017,Aerial,"65,334"
6990,4,1/1/2017,Aerial,"65,334"
6965,4,1/1/2017,Aerial,"65,334"
7843,9,2/1/2017,Aerial,"65,334"
7626,3,2/1/2017,Aerial,"65,334"
7519,5,2/1/2017,Aerial,"65,334"
7715,5,2/1/2017,Aerial,"65,334"
7507,3,2/1/2017,Aerial,"65,334"
7540,9,2/1/2017,Aerial,"65,334"
7535,3,2/1/2017,Aerial,"65,334"
7680,6877,2/1/2017,Aerial,"65,334"
7712,3,2/1/2017,Aerial,"65,334"
622,5,1/1/2016,Aerial,"65,079"
6016,1,1/1/2016,Aerial,"64,800"
5957,1,1/1/2016,Aerial,"64,800"
10224,9,6/1/2017,Aerial,"64,672"
