rental_date,rental_id,asset_id,market_id,rental_revenue,
2017-01-01,13625,5269,1,257.40,
2017-01-01,13643,5164,5,77.05,
2017-01-01,13656,2300,3,"1,967.91",
2017-01-01,13659,2080,3,"2,773.49",
2017-01-01,13660,4155,9,"2,885.99",
2017-01-01,13661,9784,9,"2,859.50",
2017-01-01,13677,4439,3,207.47,
2017-01-01,13678,4449,3,207.47,
2017-01-01,13691,5596,6,"3,222.36",
2017-01-01,13697,2360,3,"1,862.42",
2017-01-01,13701,3064,9,239.14,
2017-01-01,13704,1956,3,702.75,
2017-01-01,13706,5068,5,248.55,
2017-01-01,13707,2342,5,"1,765.09",
2017-01-01,13722,1674,6,"2,920.37",
2017-01-01,13725,3154,9,197.56,
2017-01-01,13743,5065,9,"1,128.85",
2017-01-01,13751,1856,5,"1,698.88",
2017-01-01,13754,5276,1,288.85,
2017-01-01,13773,8210,9,"1,516.42",
2017-01-01,13779,2092,5,"1,650.61",
2017-01-01,13781,2144,3,"1,928.45",
2017-01-01,13788,5265,1,264.07,
2017-01-01,13789,3571,1,252.60,
2017-01-01,13792,5411,6,213.35,
2017-01-01,13793,4725,1,"1,445.98",
2017-01-01,13811,4443,3,254.38,
2017-01-01,13813,2303,3,"1,843.20",
2017-01-01,13831,3507,9,"2,942.41",
2017-01-01,13836,622,5,"2,869.71",
2017-01-01,13874,4819,5,"1,618.76",
2017-01-01,13875,5725,5,"1,564.09",
2017-01-01,13884,2539,3,638.92,
2017-01-01,13891,5268,1,288.85,
2017-01-01,13895,4134,3,"1,502.31",
2017-01-01,13896,1695,3,279.00,
2017-01-01,13901,5877,9,"2,306.87",
2017-01-01,13907,9783,9,"2,712.00",
2017-01-01,13908,3625,9,344.88,
2017-01-01,13910,1270,9,"1,429.03",
2017-01-01,13913,1985,3,"1,984.00",
2017-01-01,13915,3745,5,"1,185.21",
2017-01-01,13917,1996,3,136.46,
2017-01-01,13920,4434,3,192.69,
2017-01-01,13927,5672,5,"3,153.35",
2017-01-01,13937,2518,6,196.37,
2017-01-01,13940,1326,1,184.49,
2017-01-01,13950,5896,3,391.26,
2017-01-01,13963,3803,6,406.73,
2017-01-01,13973,5058,9,"1,665.63",
2017-01-01,13975,3913,9,"1,679.00",
2017-01-01,13978,3906,3,"2,528.80",
2017-01-01,13980,3801,6,430.64,
2017-01-01,13981,3957,6,430.64,
2017-01-01,13984,3802,6,413.33,
2017-01-01,13989,5398,1,"1,521.36",
2017-01-01,13997,3786,6,409.00,
2017-01-01,13998,3804,6,396.22,
2017-01-01,14003,3953,6,413.33,
2017-01-01,14004,3785,6,587.37,
2017-01-01,14020,2007,3,"1,507.79",
2017-01-01,14034,3269,3,22.50,
2017-01-01,14036,3397,3,270.89,
2017-01-01,14050,743,5,419.66,
2017-01-01,14055,591,1,264.66,
2017-01-01,14058,3902,1,312.29,
2017-01-01,14066,2467,3,949.77,
2017-01-01,14069,3934,9,"1,512.91",
2017-01-01,14095,5491,1,237.00,
2017-01-01,14097,2995,5,441.13,
2017-01-01,14100,5672,5,"2,500.58",
2017-01-01,14106,8210,9,"1,506.07",
2017-01-01,14107,1543,3,253.12,
2017-01-01,14111,4123,3,"1,472.17",
2017-01-01,14130,4035,3,"1,160.64",
2017-01-01,14154,1975,3,"1,529.33",
2017-01-01,14183,2387,1,"1,568.65",
2017-01-01,14185,3970,9,"2,641.20",
2017-01-01,14188,2012,3,"2,940.00",
2017-01-01,14193,2454,3,"1,384.18",
2017-01-01,14202,4197,3,"2,410.56",
2017-01-01,14206,5469,8,"7,564.95",
2017-01-01,14217,3569,1,268.17,
2017-01-01,14237,2812,3,275.24,
2017-01-01,14238,4056,3,275.24,
2017-01-01,14246,3416,9,"1,488.00",
2017-01-01,14255,4925,5,226.03,
2017-01-01,14263,1167,3,249.03,
2017-01-01,14264,1121,1,320.64,
2017-01-01,14268,1675,3,"1,212.21",
2017-01-01,14271,2992,5,"1,265.52",
2017-01-01,14275,4208,5,85.57,
2017-01-01,14277,5481,5,"2,653.80",
2017-01-01,14307,5394,9,"1,431.21",
2017-01-01,14318,4002,6,396.59,
2017-01-01,14319,4001,6,396.36,
2017-01-01,14320,3788,6,396.36,
2017-01-01,14321,3998,6,396.59,
2017-01-01,14323,5505,6,396.80,
2017-01-01,14324,4000,6,396.59,
2017-01-01,14325,4005,6,396.72,
2017-01-01,14326,4003,6,397.16,
2017-01-01,14327,3999,6,395.91,
2017-01-01,14328,4004,6,396.59,
2017-01-01,14329,3954,6,396.72,
2017-01-01,14330,3800,6,396.36,
2017-01-01,14331,5503,6,396.80,
2017-01-01,14332,5506,6,396.36,
2017-01-01,14333,5513,6,396.36,
2017-01-01,14341,1696,3,296.28,
2017-01-01,14342,2025,3,391.10,
2017-01-01,14344,5495,7522,396.44,
2017-01-01,14345,5496,6,396.80,
2017-01-01,14346,5497,6,396.77,
2017-01-01,14348,3298,3,"1,710.87",
2017-01-01,14350,5499,6,396.18,
2017-01-01,14351,5500,6,397.16,
2017-01-01,14352,5501,6,396.36,
2017-01-01,14353,5502,6,396.34,
2017-01-01,14354,5504,6,396.18,
2017-01-01,14355,5507,6,396.22,
2017-01-01,14356,5508,6,396.36,
2017-01-01,14357,5509,6,396.72,
2017-01-01,14358,5510,6,397.16,
2017-01-01,14359,5511,6,396.72,
2017-01-01,14360,5512,7522,396.75,
2017-01-01,14361,5514,6,334.29,
2017-01-01,14365,4927,5,143.75,
2017-01-01,14366,4120,3,"1,827.93",
2017-01-01,14372,2002,3,531.89,
2017-01-01,14374,3889,3,543.37,
2017-01-01,14377,3075,5,239.14,
2017-01-01,14401,2069,5,"2,684.57",
2017-01-01,14440,2569,3,416.56,
2017-01-01,14441,1653,3,"2,983.05",
2017-01-01,14444,3148,5,458.86,
2017-01-01,14448,4436,3,237.45,
2017-01-01,14450,1168,3,248.00,
2017-01-01,14452,2295,3,301.03,
2017-01-01,14457,2989,8,"3,925.24",
2017-01-01,14464,4027,9,"1,596.82",
2017-01-01,14466,5712,9,"1,362.82",
2017-01-01,14471,6128,5,"1,202.40",
2017-01-01,14475,729,5,307.56,
2017-01-01,14501,5519,6,395.10,
2017-01-01,14502,5520,6,396.05,
2017-01-01,14503,5521,6,396.25,
2017-01-01,14505,4043,3,252.09,
2017-01-01,14506,5522,6,396.25,
2017-01-01,14509,3571,1,237.58,
2017-01-01,14510,5668,5,300.46,
2017-01-01,14511,5523,6,397.09,
2017-01-01,14512,5524,6,641.38,
2017-01-01,14513,5525,6,396.05,
2017-01-01,14516,5526,6,396.06,
2017-01-01,14517,5527,6,396.49,
2017-01-01,14518,5528,6,397.09,
2017-01-01,14522,3837,3,"1,788.25",
2017-01-01,14524,4671,3,"2,530.55",
2017-01-01,14525,5529,6,396.69,
2017-01-01,14526,5530,6,396.69,
2017-01-01,14527,5531,6,396.69,
2017-01-01,14530,5532,6,397.07,
2017-01-01,14533,1632,3,"1,714.83",
2017-01-01,14534,5533,6,396.62,
2017-01-01,14535,5534,6,396.61,
2017-01-01,14536,5535,7522,397.48,
2017-01-01,14537,5537,7522,396.63,
2017-01-01,14538,5538,6,396.03,
2017-01-01,14546,4762,6,"1,268.18",
2017-01-01,14558,1134,1,277.53,
2017-01-01,14560,1245,1,175.95,
2017-01-01,14562,1216,1,321.18,
2017-01-01,14579,4535,6,"1,928.98",
2017-01-01,14583,2308,3,"1,822.58",
2017-01-01,14585,4205,5,73.86,
2017-01-01,14623,2693,6,"1,235.70",
2017-01-01,14625,4785,9,"1,602.26",
2017-01-01,14627,5216,5,"1,578.73",
2017-01-01,14630,5553,6,358.36,
2017-01-01,14632,5554,6,360.28,
2017-01-01,14633,5555,6,359.48,
2017-01-01,14634,5556,6,358.36,
2017-01-01,14636,2489,3,"1,161.71",
2017-01-01,14637,5565,6,359.48,
2017-01-01,14638,5562,6,359.48,
2017-01-01,14639,5561,6,359.48,
2017-01-01,14640,5572,6,358.88,
2017-01-01,14641,5550,6,360.28,
2017-01-01,14642,5560,6,359.48,
2017-01-01,14648,3418,3,37.89,
2017-01-01,14665,5579,6,358.53,
2017-01-01,14666,5567,6,361.20,
2017-01-01,14667,5557,6,361.20,
2017-01-01,14668,5566,6,361.20,
2017-01-01,14669,5568,6,361.20,
2017-01-01,14672,4231,3,"1,139.13",
2017-01-01,14673,627,5,"2,449.38",
2017-01-01,14685,2324,3,"1,913.14",
2017-01-01,14697,3611,9,"1,600.60",
2017-01-01,14701,1883,6,"2,481.08",
2017-01-01,14703,1884,8,"2,545.92",
2017-01-01,14705,2465,8,"2,968.80",
2017-01-01,14708,5548,6,93.82,
2017-01-01,14726,5480,9,"2,303.49",
2017-01-01,14727,644,9,"1,474.05",
2017-01-01,14730,3033,3,972.36,
2017-01-01,14741,5005,3,"6,330.77",
2017-01-01,14749,1238,6,"1,566.00",
2017-01-01,14752,3263,3,295.01,
2017-01-01,14760,3901,3,416.92,
2017-01-01,14771,2525,6,"2,052.00",
2017-01-01,14792,5620,6,"2,549.04",
2017-01-01,14804,5007,5,"1,506.60",
2017-01-01,14832,2991,5,"1,121.00",
2017-01-01,14842,3146,5,221.14,
2017-01-01,14844,3147,5,419.56,
2017-01-01,14856,5484,9,"3,522.05",
2017-01-01,14864,1957,3,854.17,
2017-01-01,14880,2049,3,258.32,
2017-01-01,14889,2016,3,"1,804.43",
2017-01-01,14905,4624,3,"1,149.62",
2017-01-01,14906,4028,5,502.74,
2017-01-01,14910,4677,5,147.79,
2017-01-01,14930,4428,3,249.54,
2017-01-01,14933,5352,5,361.79,
2017-01-01,14934,5348,5,361.79,
2017-01-01,14943,2564,6,378.78,
2017-01-01,14944,2565,6,378.78,
2017-01-01,14945,2070,3,"2,885.57",
2017-01-01,14949,2302,3,"1,820.61",
2017-01-01,14967,2537,9,"1,656.64",
2017-01-01,14969,4352,9,730.48,
2017-01-01,14970,4615,9,730.48,
2017-01-01,14971,2994,9,"1,156.58",
2017-01-01,14972,5272,1,175.31,
2017-01-01,14973,1699,1,175.31,
2017-01-01,14976,1427,3,"1,832.24",
2017-01-01,14979,2142,3,156.00,
2017-01-01,14991,4264,3,303.86,
2017-01-01,14993,4264,3,296.81,
2017-01-01,15028,4067,2,"2,126.97",
2017-01-01,15037,2275,3,817.11,
2017-01-01,15058,3341,6,"1,847.56",
2017-01-01,15078,2198,3,"1,005.85",
2017-01-01,15138,4643,6,"1,830.24",
2017-01-01,15142,1578,6,352.00,
2017-01-01,15168,3072,5,285.63,
2017-01-01,15186,2276,3,742.27,
2017-01-01,15194,1402,3,406.59,
2017-01-01,15197,3294,3,"1,111.49",
2017-01-01,15198,625,5,116.34,
2017-01-01,15230,2536,3,634.77,
2017-01-01,15252,1116,2,360.23,
2017-01-01,15266,3158,5,486.98,
2017-01-01,15267,3161,5,486.98,
2017-01-01,15277,5920,9,447.24,
2017-01-01,15279,8052,9,447.24,
2017-01-01,15294,4608,9,722.59,
2017-01-01,15302,2197,1,"1,523.67",
2017-01-01,15310,873,3,407.51,
2017-01-01,15319,1169,3,180.63,
2017-01-01,15321,1110,3,453.60,
2017-01-01,15322,3266,3,267.47,
2017-01-01,15358,4182,3,594.20,
2017-01-01,15363,567,1,12.30,
2017-01-01,15370,3069,5,284.28,
2017-01-01,15376,2306,3,"1,907.09",
2017-01-01,15380,1261,3,"2,037.32",
2017-01-01,15392,5756,3,492.80,
2017-01-01,15408,1992,3,436.69,
2017-01-01,15410,5646,5,290.54,
2017-01-01,15411,5645,5,287.94,
2017-01-01,15424,1214,5,315.45,
2017-01-01,15429,2815,3,254.28,
2017-01-01,15432,3004,5,"1,116.00",
2017-01-01,15438,3052,1,"1,034.50",
2017-01-01,15442,5250,5,"1,793.57",
2017-01-01,15450,1968,3,"1,118.12",
2017-01-01,15460,1894,1,388.30,
2017-01-01,15464,4678,5,"1,102.87",
2017-01-01,15467,4121,3,"1,395.00",
2017-01-01,15489,2768,9,"3,478.34",
2017-01-01,15491,4616,5,775.76,
2017-01-01,15494,5886,9,"1,707.75",
2017-01-01,15496,2095,3,854.02,
2017-01-01,15498,9089,9,"1,196.65",
2017-01-01,15506,10310,9,248.00,
2017-01-01,15511,5760,5,"2,205.74",
2017-01-01,15516,5689,5,328.62,
2017-01-01,15539,2674,6,"1,421.76",
2017-01-01,15542,1949,3,"1,153.96",
2017-01-01,15546,4923,9,273.82,
2017-01-01,15550,5729,9,423.15,
2017-01-01,15552,4603,5,"2,521.87",
2017-01-01,15553,644,5,"1,607.04",
2017-01-01,15554,5871,5,"1,241.05",
2017-01-01,15556,604,3,339.65,
2017-01-01,15558,5652,5,151.68,
2017-01-01,15560,5649,5,151.68,
2017-01-01,15571,5691,6,"2,538.30",
2017-01-01,15575,1525,1,54.55,
2017-01-01,15580,2004,3,551.43,
2017-01-01,15607,1406,3,"1,462.15",
2017-01-01,15621,4185,6,280.00,
2017-01-01,15627,2041,3,267.84,
2017-01-01,15628,5778,3,643.85,
2017-01-01,15642,4438,3,269.47,
2017-01-01,15651,1961,3,"1,093.93",
2017-01-01,15660,4919,5,252.27,
2017-01-01,15661,4917,5,252.27,
2017-01-01,15662,3065,5,251.73,
2017-01-01,15670,5671,9,"2,244.68",
2017-01-01,15671,5483,9,"2,640.47",
2017-01-01,15672,3024,9,331.15,
2017-01-01,15683,1902,3,"2,728.00",
2017-01-01,15684,4740,5,"1,984.00",
2017-01-01,15685,3731,5,"1,984.00",
2017-01-01,15690,2504,3,"1,094.59",
2017-01-01,15697,4206,5,554.31,
2017-01-01,15699,3777,6,201.84,
2017-01-01,15700,3795,6,360.46,
2017-01-01,15701,4091,6,360.07,
2017-01-01,15702,3783,6,201.84,
2017-01-01,15704,3807,6,201.84,
2017-01-01,15705,3784,6,364.17,
2017-01-01,15708,3789,6,364.17,
2017-01-01,15709,3798,6,201.84,
2017-01-01,15713,3782,6,360.07,
2017-01-01,15714,3792,6,401.76,
2017-01-01,15716,2466,6,"1,057.33",
2017-01-01,15717,1519,2,"1,743.75",
2017-01-01,15730,5274,2,32.19,
2017-01-01,15734,5279,2,32.19,
2017-01-01,15738,5270,2,32.19,
2017-01-01,15739,5273,2,32.19,
2017-01-01,15740,5775,3,589.33,
2017-01-01,15741,5777,3,801.63,
2017-01-01,15743,5653,5,376.40,
2017-01-01,15744,3873,1,424.46,
2017-01-01,15745,5972,1,"1,097.56",
2017-01-01,15762,3794,6,360.07,
2017-01-01,15764,4931,5,333.30,
2017-01-01,15770,5881,3,"3,052.97",
2017-01-01,15772,2003,3,450.67,
2017-01-01,15773,3791,6,360.07,
2017-01-01,15775,2998,5,"1,131.92",
2017-01-01,15776,3958,6,360.07,
2017-01-01,15778,5573,6,357.26,
2017-01-01,15779,5551,6,357.12,
2017-01-01,15780,5558,6,356.68,
2017-01-01,15781,5571,6,363.07,
2017-01-01,15785,1678,3,"1,122.03",
2017-01-01,15790,3779,7522,397.45,
2017-01-01,15797,4445,3,237.87,
2017-01-01,15799,1704,1,352.90,
2017-01-01,15800,1497,3,46.45,
2017-01-01,15802,2094,3,"1,189.08",
